강원도 강릉시 교동	140-16	140	16	강릉역 블루핀	월세	22	202204	20	300	50	13	2020	강릉대로 285	-	-	-
대구광역시 중구 남산동	694-3	694	3	반월당 아너스 제네스타워 오피스텔	월세	21.76	202204	5	500	49	14	2019	중앙대로 312	-	-	-
대구광역시 중구 남산동	694-3	694	3	반월당 아너스 제네스타워 오피스텔	월세	22.11	202204	7	500	53	15	2019	중앙대로 312	-	-	-
대구광역시 중구 남산동	694-3	694	3	반월당 아너스 제네스타워 오피스텔	전세	22.11	202204	8	"10,000"	0	13	2019	중앙대로 312	-	-	-
대구광역시 중구 남산동	694-3	694	3	반월당 아너스 제네스타워 오피스텔	전세	21.89	202204	11	"13,000"	0	4	2019	중앙대로 312	-	-	-
대구광역시 중구 남산동	694-3	694	3	반월당 아너스 제네스타워 오피스텔	전세	22.11	202204	12	"11,000"	0	3	2019	중앙대로 312	-	-	-
대구광역시 중구 남산동	694-3	694	3	반월당 아너스 제네스타워 오피스텔	전세	22.11	202204	13	"12,000"	0	5	2019	중앙대로 312	-	-	-
대구광역시 중구 남산동	694-3	694	3	반월당 아너스 제네스타워 오피스텔	전세	46.41	202204	14	"22,500"	0	18	2019	중앙대로 312	-	-	-
대구광역시 중구 남산동	694-3	694	3	반월당 아너스 제네스타워 오피스텔	월세	22.11	202204	18	500	55	20	2019	중앙대로 312	-	-	-
대구광역시 중구 남산동	694-3	694	3	반월당 아너스 제네스타워 오피스텔	월세	21.76	202204	19	500	55	16	2019	중앙대로 312	-	-	-
대구광역시 중구 남산동	694-3	694	3	반월당 아너스 제네스타워 오피스텔	전세	22.11	202204	20	"12,000"	0	4	2019	중앙대로 312	-	-	-
대구광역시 중구 봉산동	50	50	0	반월당 클래시아2차	전세	26.18	202204	23	"11,000"	0	9	2018	명륜로23길 106	-	-	-
서울특별시 서초구 방배동	751-9	751	9	반포스테이2차	전세	23.59	202204	12	"29,400"	0	4	2019	동광로19길 143	-	-	-
서울특별시 서초구 방배동	751-9	751	9	반포스테이2차	전세	23.09	202204	19	"30,000"	0	4	2019	동광로19길 143	-	-	-
서울특별시 서초구 방배동	751-9	751	9	반포스테이2차	월세	23.59	202204	27	"29,500"	4	2	2019	동광로19길 143	-	-	-
경상북도 포항북구 죽도동	624-2	624	2	발트하임	전세	84.95	202204	13	"17,000"	0	7	2017	양학천로 27-9	-	-	-
서울특별시 도봉구 방학동	711-1	711	1	방학신화 하니엘시티	전세	15.78	202204	26	"4,000"	0	10	2021	노해로63가길 229	-	-	-
서울특별시 강서구 방화동	830-3	830	3	방화샤르망1오피스텔	월세	16.29	202204	4	300	32	6	2003	방화대로47가길 7	-	-	-
서울특별시 강서구 방화동	830-3	830	3	방화샤르망1오피스텔	월세	16.29	202204	19	300	30	3	2003	방화대로47가길 7	-	-	-
서울특별시 강서구 방화동	830-3	830	3	방화샤르망1오피스텔	월세	24.9	202204	19	500	40	8	2003	방화대로47가길 7	-	-	-
서울특별시 강서구 방화동	830-3	830	3	방화샤르망1오피스텔	월세	16.29	202204	26	300	30	6	2003	방화대로47가길 7	-	-	-
서울특별시 강서구 방화동	830-5	830	5	방화샤르먕2오피스텔	월세	17.64	202204	11	500	33	9	2003	방화대로47가길 41	-	-	-
서울특별시 강서구 방화동	830-5	830	5	방화샤르먕2오피스텔	월세	17.64	202204	23	"1,000"	15	10	2003	방화대로47가길 41	-	-	-
경기도 성남분당구 정자동	02월 17일	17	2	백궁 동양파라곤	전세	38.52	202204	1	"41,000"	0	18	2004	느티로 22	-	-	-
경기도 성남분당구 정자동	02월 17일	17	2	백궁 동양파라곤	전세	38.52	202204	1	"40,000"	0	11	2004	느티로 22	-	-	-
경기도 성남분당구 정자동	02월 17일	17	2	백궁 동양파라곤	월세	26.95	202204	4	"1,000"	80	17	2004	느티로 22	-	-	-
경기도 성남분당구 정자동	02월 17일	17	2	백궁 동양파라곤	월세	30.5	202204	7	"1,000"	90	8	2004	느티로 22	-	-	-
경기도 성남분당구 정자동	02월 17일	17	2	백궁 동양파라곤	월세	37.06	202204	11	"1,000"	100	28	2004	느티로 22	-	-	-
경기도 성남분당구 정자동	02월 17일	17	2	백궁 동양파라곤	월세	30.5	202204	12	"1,000"	85	7	2004	느티로 22	-	-	-
경기도 성남분당구 정자동	02월 17일	17	2	백궁 동양파라곤	전세	57.14	202204	13	"55,000"	0	29	2004	느티로 22	-	-	-
경기도 성남분당구 정자동	02월 17일	17	2	백궁 동양파라곤	전세	56.34	202204	14	"45,000"	0	6	2004	느티로 22	-	-	-
경기도 성남분당구 정자동	02월 17일	17	2	백궁 동양파라곤	월세	26.95	202204	18	"1,000"	66	20	2004	느티로 22	-	-	-
경기도 성남분당구 정자동	02월 17일	17	2	백궁 동양파라곤	월세	26.95	202204	26	"1,000"	85	11	2004	느티로 22	-	-	-
경기도 성남분당구 정자동	02월 17일	17	2	백궁 동양파라곤	월세	26.95	202204	30	"1,000"	80	9	2004	느티로 22	-	-	-
서울특별시 은평구 응암동	111-14	111	14	백명TRENDY	월세	28.88	202204	2	500	50	6	2003	은평로 88-1	-	-	-
서울특별시 은평구 응암동	111-14	111	14	백명TRENDY	월세	28.88	202204	12	"2,500"	35	3	2003	은평로 88-1	-	-	-
경기도 고양덕양구 행신동	763-2	763	2	백산오피스텔	전세	30.32	202204	1	"12,500"	0	4	2002	용현로5번길 24	-	-	-
경기도 남양주시 별내동	1007-1	1007	1	백상앨리츠 오피스텔 1차	월세	22.23	202204	2	"2,000"	28	11	2015	별내중앙로 36-23	-	-	-
경기도 남양주시 별내동	1007-1	1007	1	백상앨리츠 오피스텔 1차	월세	23.77	202204	4	"1,000"	45	15	2015	별내중앙로 36-23	-	-	-
경기도 남양주시 별내동	1007-1	1007	1	백상앨리츠 오피스텔 1차	전세	22.23	202204	16	"9,000"	0	19	2015	별내중앙로 36-23	-	-	-
경기도 남양주시 별내동	1007-1	1007	1	백상앨리츠 오피스텔 1차	월세	26.68	202204	23	"2,000"	40	11	2015	별내중앙로 36-23	-	-	-
경기도 남양주시 별내동	1007-1	1007	1	백상앨리츠 오피스텔 1차	월세	26.68	202204	23	"2,000"	40	11	2015	별내중앙로 36-23	-	-	-
경기도 남양주시 별내동	1007-2	1007	2	백상앨리츠 오피스텔 2차	월세	23.77	202204	11	"1,000"	45	15	null	 	-	-	-
경기도 남양주시 별내동	1007-2	1007	2	백상앨리츠 오피스텔 2차	월세	23.77	202204	13	500	50	17	null	 	-	-	-
경기도 남양주시 별내동	1007-2	1007	2	백상앨리츠 오피스텔 2차	월세	22.23	202204	16	500	45	16	null	 	-	-	-
경기도 남양주시 별내동	1007-2	1007	2	백상앨리츠 오피스텔 2차	월세	27.66	202204	30	"1,000"	50	14	null	 	-	-	-
서울특별시 마포구 공덕동	07월 26일	26	7	백상프로포즈오피스텔	전세	56.14	202204	13	"32,500"	0	11	2012	만리재로 105	-	-	-
서울특별시 마포구 공덕동	07월 26일	26	7	백상프로포즈오피스텔	전세	56.14	202204	23	"33,600"	0	12	2012	만리재로 105	-	-	-
경기도 고양일산동구 백석동	1309	1309	0	백석 우림보보카운티	월세	40.17	202204	2	500	58	10	2005	일산로 38	-	-	-
경기도 고양일산동구 백석동	1309	1309	0	백석 우림보보카운티	월세	33.97	202204	6	500	50	15	2005	일산로 38	-	-	-
경기도 고양일산동구 백석동	1309	1309	0	백석 우림보보카운티	전세	40.17	202204	11	"12,600"	0	8	2005	일산로 38	-	-	-
경기도 고양일산동구 백석동	1309	1309	0	백석 우림보보카운티	월세	22.82	202204	19	500	45	7	2005	일산로 38	-	-	-
경기도 고양일산동구 백석동	1309	1309	0	백석 우림보보카운티	월세	34.26	202204	27	500	52	10	2005	일산로 38	-	-	-
경기도 고양일산동구 백석동	1309	1309	0	백석 우림보보카운티	전세	34.26	202204	29	"10,300"	0	6	2005	일산로 38	-	-	-
경기도 고양일산동구 백석동	1288	1288	0	백석동 대우IAAN	전세	75.48	202204	18	"23,100"	0	4	2005	강석로 33	-	-	-
경기도 고양일산동구 백석동	1335	1335	0	백석역 더리브 스타일	월세	22.51	202204	8	"1,000"	60	10	2021	 	-	-	-
경기도 고양일산동구 백석동	1335	1335	0	백석역 더리브 스타일	월세	22.51	202204	30	"1,000"	60	8	2021	 	-	-	-
경기도 고양일산동구 백석동	1335	1335	0	백석역 더리브 스타일	전세	23.86	202204	30	"17,000"	0	10	2021	 	-	-	-
경기도 고양일산동구 백석동	1302	1302	0	백석역 동문굿모닝힐	전세	45.87	202204	28	"13,000"	0	3	2003	장백로 20	-	-	-
경기도 고양일산동구 백석동	1301	1301	0	백석역 동문굿모닝힐1 101동	전세	45.87	202204	5	"11,500"	0	10	2003	장백로 10	-	-	-
경기도 고양일산동구 백석동	1301	1301	0	백석역 동문굿모닝힐1 101동	전세	45.87	202204	19	"12,600"	0	7	2003	장백로 10	-	-	-
경기도 고양일산동구 백석동	1305	1305	0	백석역 동문굿모닝힐1 103동	월세	45.87	202204	20	"2,000"	43	3	2003	장백로 26	-	-	-
경기도 고양일산동구 백석동	1305	1305	0	백석역 동문굿모닝힐1 103동	전세	45.87	202204	21	"11,750"	0	10	2003	장백로 26	-	-	-
경기도 고양일산동구 백석동	1319	1319	0	백석역동문굿모닝힐II(1319-0)	전세	29.33	202204	5	"11,000"	0	7	2004	경의로 25-37	-	-	-
경기도 고양일산동구 백석동	1319	1319	0	백석역동문굿모닝힐II(1319-0)	전세	28.55	202204	14	"11,000"	0	3	2004	경의로 25-37	-	-	-
경기도 고양일산동구 백석동	1319	1319	0	백석역동문굿모닝힐II(1319-0)	전세	28.2	202204	25	"11,000"	0	8	2004	경의로 25-37	-	-	-
경기도 고양일산동구 백석동	1319	1319	0	백석역동문굿모닝힐II(1319-0)	월세	29.33	202204	26	500	50	7	2004	경의로 25-37	-	-	-
경기도 고양일산동구 백석동	1320	1320	0	백석역동문굿모닝힐II(1320-0)	월세	31.16	202204	8	500	52	8	2004	호수로 340-25	-	-	-
경기도 고양일산동구 백석동	1321	1321	0	백석역동문굿모닝힐II(1321-0)	월세	29.33	202204	4	500	53	10	2004	호수로 358-26	-	-	-
경기도 고양일산동구 백석동	1321	1321	0	백석역동문굿모닝힐II(1321-0)	월세	29.33	202204	13	500	52	6	2004	호수로 358-26	-	-	-
경기도 고양일산동구 백석동	1321	1321	0	백석역동문굿모닝힐II(1321-0)	전세	28.55	202204	30	"11,500"	0	3	2004	호수로 358-26	-	-	-
경기도 고양일산동구 백석동	1322	1322	0	백석역동문굿모닝힐II(1322-0)	월세	35.18	202204	12	"1,000"	58	6	2004	경의로 25-53	-	-	-
경기도 고양일산동구 백석동	1322	1322	0	백석역동문굿모닝힐II(1322-0)	월세	29.33	202204	12	"3,000"	32	2	2004	경의로 25-53	-	-	-
경기도 고양일산동구 백석동	1322	1322	0	백석역동문굿모닝힐II(1322-0)	전세	53.78	202204	20	"15,000"	0	5	2004	경의로 25-53	-	-	-
경기도 고양일산동구 백석동	1322	1322	0	백석역동문굿모닝힐II(1322-0)	월세	29.33	202204	22	500	50	6	2004	경의로 25-53	-	-	-
경기도 고양일산동구 백석동	1322	1322	0	백석역동문굿모닝힐II(1322-0)	전세	28.55	202204	25	"11,000"	0	2	2004	경의로 25-53	-	-	-
경기도 고양일산동구 백석동	1322	1322	0	백석역동문굿모닝힐II(1322-0)	전세	29.33	202204	30	"11,800"	0	4	2004	경의로 25-53	-	-	-
경기도 고양일산동구 백석동	1241-2	1241	2	백석위브센티움	월세	34.28	202204	1	"9,000"	20	10	2003	일산로 78	-	-	-
경기도 고양일산동구 백석동	1241-2	1241	2	백석위브센티움	월세	28.56	202204	2	"1,000"	48	4	2003	일산로 78	-	-	-
경기도 고양일산동구 백석동	1241-2	1241	2	백석위브센티움	전세	36.94	202204	13	"13,500"	0	6	2003	일산로 78	-	-	-
경기도 고양일산동구 백석동	1241-2	1241	2	백석위브센티움	전세	29.06	202204	14	"10,000"	0	6	2003	일산로 78	-	-	-
경기도 고양일산동구 백석동	1241-2	1241	2	백석위브센티움	전세	47.33	202204	18	"16,000"	0	4	2003	일산로 78	-	-	-
경기도 고양일산동구 백석동	1241-2	1241	2	백석위브센티움	월세	28.56	202204	18	"5,000"	32	10	2003	일산로 78	-	-	-
경기도 고양일산동구 백석동	1241-2	1241	2	백석위브센티움	전세	34.28	202204	24	"10,500"	0	2	2003	일산로 78	-	-	-
경기도 고양일산동구 백석동	1241-2	1241	2	백석위브센티움	월세	47.33	202204	29	"2,000"	58	3	2003	일산로 78	-	-	-
부산광역시 해운대구 중동	1777-4	1777	4	백송오피스텔	월세	29.68	202204	9	500	40	10	2004	좌동순환로 457	-	-	-
부산광역시 해운대구 중동	1777-4	1777	4	백송오피스텔	전세	29.8	202204	20	"8,500"	0	11	2004	좌동순환로 457	-	-	-
부산광역시 사상구 괘법동	524-31	524	31	백억 팰리스	전세	24.59	202204	25	"8,000"	0	4	2021	사상로243번길 9-7	-	-	-
서울특별시 금천구 시흥동	911-20	911	20	백운우리빌	전세	54.01	202204	5	"18,500"	0	6	2016	독산로10길 51	-	-	-
서울특별시 금천구 시흥동	935	935	0	백운타워	전세	32.2	202204	2	"12,000"	0	7	2004	독산로 8	-	-	-
서울특별시 송파구 석촌동	15	15	0	백제24시찜질방인삼사우나	월세	34.02	202204	8	"7,000"	30	6	2004	백제고분로 293	-	-	-
서울특별시 송파구 석촌동	15	15	0	백제24시찜질방인삼사우나	월세	34.02	202204	8	"7,000"	30	6	2004	백제고분로 293	-	-	-
서울특별시 송파구 석촌동	15	15	0	백제24시찜질방인삼사우나	월세	24.3	202204	25	"4,000"	35	5	2004	백제고분로 293	-	-	-
서울특별시 마포구 서교동	478-21	478	21	밸 매송	월세	35.34	202204	1	"1,000"	65	5	2002	동교로 109	-	-	-
서울특별시 종로구 숭인동	1421	1421	0	버넷하임1	전세	24.77	202204	12	"13,500"	0	2	2013	종로66길 27	-	-	-
인천광역시 중구 운서동	Apr-07	2807	4	버터플라이 시티	전세	24.6	202204	4	"10,000"	0	9	2017	 	-	-	-
인천광역시 중구 운서동	Apr-07	2807	4	버터플라이 시티	전세	31.53	202204	7	"13,000"	0	10	2017	 	-	-	-
인천광역시 중구 운서동	Apr-07	2807	4	버터플라이 시티	전세	24.6	202204	16	"10,500"	0	5	2017	 	-	-	-
인천광역시 중구 운서동	Apr-07	2807	4	버터플라이 시티	전세	24.6	202204	16	"10,000"	0	3	2017	 	-	-	-
인천광역시 중구 운서동	Apr-07	2807	4	버터플라이 시티	월세	24.6	202204	18	"2,000"	35	6	2017	 	-	-	-
서울특별시 강북구 번동	446-59	446	59	번동 446-59 공동주택	전세	19.98	202204	4	"18,500"	0	15	2021	오패산로77길 36	-	-	-
서울특별시 강북구 번동	446-59	446	59	번동 446-59 공동주택	월세	19.98	202204	15	"1,000"	75	14	2021	오패산로77길 36	-	-	-
서울특별시 강북구 번동	446-59	446	59	번동 446-59 공동주택	전세	19.98	202204	22	"18,000"	0	15	2021	오패산로77길 36	-	-	-
울산광역시 남구 달동	578-1	578	1	번영로 코아루 더 클래식	전세	22.59	202204	17	"8,000"	0	3	2017	번영로 167	-	-	-
부산광역시 부산진구 범천동	854-2	854	2	범내골역 이즈팰리스	월세	66.79	202204	30	"2,000"	70	7	null	 	-	-	-
부산광역시 부산진구 범천동	1000-24	1000	24	범내골역 한라비발디 STUDIO 422	월세	28.61	202204	2	300	47	23	2013	범천로 22	-	-	-
부산광역시 부산진구 범천동	1000-24	1000	24	범내골역 한라비발디 STUDIO 422	월세	28.61	202204	22	500	45	21	2013	범천로 22	-	-	-
경상남도 양산시 물금읍 범어리	Aug-15	2715	8	범서미라클	월세	54.77	202204	11	"2,000"	57	5	2017	 	-	-	-
경상남도 양산시 물금읍 범어리	Aug-15	2715	8	범서미라클	월세	54.77	202204	17	"1,000"	67	3	2017	 	-	-	-
경상남도 양산시 물금읍 범어리	Aug-15	2715	8	범서미라클	전세	54.77	202204	18	"15,700"	0	7	2017	 	-	-	-
부산광역시 동구 초량동	1226	1226	0	범양레우스 센트럴베이	월세	28.69	202204	4	500	46	11	2020	 	-	-	-
부산광역시 동구 초량동	1226	1226	0	범양레우스 센트럴베이	전세	28.69	202204	7	"11,000"	0	3	2020	 	-	-	-
부산광역시 동구 초량동	1226	1226	0	범양레우스 센트럴베이	전세	28.07	202204	8	"11,500"	0	3	2020	 	-	-	-
부산광역시 동구 초량동	1226	1226	0	범양레우스 센트럴베이	월세	28.69	202204	9	500	47	10	2020	 	-	-	-
부산광역시 동구 초량동	1226	1226	0	범양레우스 센트럴베이	월세	28.07	202204	23	500	45	15	2020	 	-	-	-
부산광역시 동구 초량동	1226	1226	0	범양레우스 센트럴베이	월세	28.69	202204	28	"5,000"	25	6	2020	 	-	-	-
부산광역시 동구 초량동	1226	1226	0	범양레우스 센트럴베이	전세	27.55	202204	29	"11,500"	0	15	2020	 	-	-	-
대구광역시 수성구 범어동	177-3	177	3	범어동 주거복합	월세	46.12	202204	3	500	80	24	2017	동대구로 336	-	-	-
대구광역시 수성구 범어동	177-3	177	3	범어동 주거복합	전세	46.12	202204	4	"18,200"	0	33	2017	동대구로 336	-	-	-
대구광역시 수성구 범어동	177-3	177	3	범어동 주거복합	월세	29.8	202204	5	500	55	30	2017	동대구로 336	-	-	-
대구광역시 수성구 범어동	177-3	177	3	범어동 주거복합	월세	29.8	202204	6	"1,000"	60	12	2017	동대구로 336	-	-	-
대구광역시 수성구 범어동	177-3	177	3	범어동 주거복합	월세	46.12	202204	6	"1,000"	78	15	2017	동대구로 336	-	-	-
대구광역시 수성구 범어동	177-3	177	3	범어동 주거복합	월세	29.8	202204	7	500	60	20	2017	동대구로 336	-	-	-
대구광역시 수성구 범어동	177-3	177	3	범어동 주거복합	전세	29.8	202204	16	"14,000"	0	26	2017	동대구로 336	-	-	-
대구광역시 수성구 범어동	177-3	177	3	범어동 주거복합	전세	46.12	202204	16	"18,500"	0	23	2017	동대구로 336	-	-	-
대구광역시 수성구 범어동	177-3	177	3	범어동 주거복합	월세	29.8	202204	19	"1,000"	60	14	2017	동대구로 336	-	-	-
대구광역시 수성구 범어동	177-3	177	3	범어동 주거복합	전세	27.04	202204	26	"9,660"	0	19	2017	동대구로 336	-	-	-
대구광역시 수성구 범어동	177-3	177	3	범어동 주거복합	전세	29.8	202204	26	"14,000"	0	26	2017	동대구로 336	-	-	-
대구광역시 수성구 범어동	177-3	177	3	범어동 주거복합	월세	46.12	202204	26	500	80	35	2017	동대구로 336	-	-	-
서울특별시 영등포구 영등포동2가	29-72	29	72	범영오피스텔	전세	18.81	202204	20	"10,700"	0	9	2012	국회대로54길 37-10	-	-	-
부산광역시 동구 범일동	830-263	830	263	범일 우리에	월세	18.27	202204	1	"2,000"	30	11	2020	조방로49번길 23	-	-	-
부산광역시 동구 범일동	830-263	830	263	범일 우리에	월세	18.37	202204	1	500	45	15	2020	조방로49번길 23	-	-	-
부산광역시 동구 범일동	830-263	830	263	범일 우리에	월세	18.37	202204	5	"1,000"	35	9	2020	조방로49번길 23	-	-	-
부산광역시 동구 범일동	830-263	830	263	범일 우리에	월세	18.27	202204	21	"2,000"	30	12	2020	조방로49번길 23	-	-	-
부산광역시 동구 범일동	830-263	830	263	범일 우리에	월세	27.07	202204	30	"1,000"	55	7	2020	조방로49번길 23	-	-	-
부산광역시 동구 범일동	141-2	141	2	범일2차봄여름가을겨울	월세	28.04	202204	8	"2,000"	50	7	2019	중앙대로 487	-	-	-
부산광역시 동구 범일동	830-62	830	62	범일역 삼정그린코아 더 시티	월세	29.12	202204	25	"1,000"	60	23	2021	범일로90번길 17	-	-	-
인천광역시 부평구 부평동	374-20	374	20	베네시안	전세	56.46	202204	1	"20,800"	0	10	null	부흥로286번길 30	-	-	-
인천광역시 부평구 부평동	379-82	379	82	베네시안5차	전세	59.15	202204	29	"30,000"	0	2	null	주부토로66번길 77	-	-	-
경기도 부천시 중동	1168-2	1168	2	베네피아오피스텔	전세	29.39	202204	7	"14,500"	0	15	2004	117	-	-	-
경기도 부천시 중동	1168-2	1168	2	베네피아오피스텔	전세	34.39	202204	19	"12,000"	0	8	2004	117	-	-	-
경기도 화성시 향남읍 상신리	1295-2	1295	2	베르데피아 오피스텔	월세	20.68	202204	20	500	45	4	2019	상신하길로144번길 7	-	-	-
서울특별시 강서구 등촌동	641-8	641	8	베르데하우스	전세	27.9	202204	2	"23,000"	0	2	2021	화곡로64길 63	-	-	-
경기도 의정부시 용현동	10월 06일	10	6	베르우스M	전세	26.31	202204	3	"9,000"	0	2	2019	용민로 74	-	-	-
부산광역시 부산진구 전포동	652-2	652	2	베스아이 더뷰	전세	25.34	202204	13	"9,000"	0	2	2019	전포대로255번길 16	-	-	-
부산광역시 부산진구 부전동	Oct-93	93	10	베스아이 디 아트	월세	23.98	202204	30	"12,000"	15	10	2020	서전로9번길 55	-	-	-
부산광역시 부산진구 전포동	663-1	663	1	베스아이 스타	월세	20.72	202204	5	"2,000"	39	8	null	서전로47번길 17	-	-	-
부산광역시 부산진구 전포동	663-1	663	1	베스아이 스타	월세	20.72	202204	26	"5,500"	20	7	null	서전로47번길 17	-	-	-
경기도 성남중원구 여수동	185	185	0	베스티안	전세	29.91	202204	6	"22,000"	0	2	2019	성남대로 989	-	-	-
경기도 성남중원구 여수동	185	185	0	베스티안	월세	23.38	202204	11	"17,400"	4	10	2019	성남대로 989	-	-	-
경기도 성남중원구 여수동	185	185	0	베스티안	월세	29.91	202204	11	"1,000"	66	3	2019	성남대로 989	-	-	-
경기도 성남중원구 여수동	185	185	0	베스티안	월세	23.38	202204	28	"3,000"	63	10	2019	성남대로 989	-	-	-
경기도 안양동안구 호계동	892-15	892	15	베아르시	전세	69.72	202204	9	"29,000"	0	4	2017	전파로95번길 9	-	-	-
서울특별시 강서구 방화동	621-2	621	2	벤처오피스텔(621-2)	월세	25.16	202204	22	"6,000"	15	3	2003	개화동로31길 8	-	-	-
서울특별시 강서구 방화동	621-2	621	2	벤처오피스텔(621-2)	전세	25.16	202204	23	"8,400"	0	3	2003	개화동로31길 8	-	-	-
인천광역시 부평구 부평동	519-9	519	9	벨라루체	전세	64.85	202204	13	"20,470"	0	2	2015	장제로 99	-	-	-
경기도 안산단원구 고잔동	527-1	527	1	벨라지움오피스텔	월세	24.94	202204	4	500	30	5	2003	화랑로 398	-	-	-
경기도 안산단원구 고잔동	527-1	527	1	벨라지움오피스텔	월세	21.96	202204	9	300	33	8	2003	화랑로 398	-	-	-
경기도 안산단원구 고잔동	527-1	527	1	벨라지움오피스텔	월세	21.96	202204	9	500	35	3	2003	화랑로 398	-	-	-
경기도 안산단원구 고잔동	527-1	527	1	벨라지움오피스텔	전세	24.94	202204	18	"7,000"	0	8	2003	화랑로 398	-	-	-
서울특별시 서초구 서초동	1316-17	1316	17	벨라채 오피스텔	월세	31.96	202204	14	"1,000"	74	8	2003	강남대로61길 19	-	-	-
서울특별시 송파구 방이동	Apr-38	38	4	벨리시모 오피스텔	전세	19.14	202204	6	"13,000"	0	7	2013	오금로11길 29-11	-	-	-
서울특별시 강서구 마곡동	784-8	784	8	벨리오	전세	20.58	202204	4	"14,800"	0	8	2015	 	-	-	-
서울특별시 강서구 마곡동	784-8	784	8	벨리오	전세	20.58	202204	6	"14,800"	0	3	2015	 	-	-	-
서울특별시 강서구 마곡동	784-8	784	8	벨리오	월세	20.57	202204	7	"1,000"	52	6	2015	 	-	-	-
서울특별시 강서구 마곡동	784-8	784	8	벨리오	월세	20.57	202204	9	"3,000"	36	4	2015	 	-	-	-
서울특별시 강서구 마곡동	784-8	784	8	벨리오	월세	20.58	202204	15	500	54	4	2015	 	-	-	-
서울특별시 강서구 마곡동	784-8	784	8	벨리오	전세	20.58	202204	21	"15,200"	0	7	2015	 	-	-	-
서울특별시 강서구 마곡동	784-8	784	8	벨리오	월세	20.57	202204	26	"1,000"	55	5	2015	 	-	-	-
서울특별시 강서구 마곡동	784-8	784	8	벨리오	월세	20.57	202204	26	500	55	5	2015	 	-	-	-
서울특별시 강서구 마곡동	784-8	784	8	벨리오	월세	20.57	202204	29	"1,000"	55	8	2015	 	-	-	-
대구광역시 달서구 감삼동	478	478	0	벨리온시티	월세	68.47	202204	2	"2,000"	80	3	2019	와룡로 147	-	-	-
대구광역시 달서구 감삼동	478	478	0	벨리온시티	전세	56.02	202204	13	"16,800"	0	13	2019	와룡로 147	-	-	-
서울특별시 마포구 성산동	593-1	593	1	벽산상암스마트큐브	전세	19.2	202204	1	"16,000"	0	5	2017	월드컵로34길 14	-	-	-
서울특별시 마포구 성산동	593-1	593	1	벽산상암스마트큐브	전세	19.2	202204	11	"16,000"	0	7	2017	월드컵로34길 14	-	-	-
서울특별시 마포구 성산동	593-1	593	1	벽산상암스마트큐브	전세	19.2	202204	11	"16,000"	0	7	2017	월드컵로34길 14	-	-	-
서울특별시 마포구 성산동	593-1	593	1	벽산상암스마트큐브	전세	26	202204	15	"21,000"	0	14	2017	월드컵로34길 14	-	-	-
서울특별시 마포구 성산동	593-1	593	1	벽산상암스마트큐브	월세	19.2	202204	15	"3,000"	55	13	2017	월드컵로34길 14	-	-	-
서울특별시 마포구 성산동	593-1	593	1	벽산상암스마트큐브	전세	20.74	202204	16	"17,500"	0	10	2017	월드컵로34길 14	-	-	-
서울특별시 마포구 성산동	593-1	593	1	벽산상암스마트큐브	전세	16.69	202204	19	"13,750"	0	12	2017	월드컵로34길 14	-	-	-
서울특별시 마포구 성산동	593-1	593	1	벽산상암스마트큐브	월세	19.2	202204	23	"1,000"	60	14	2017	월드컵로34길 14	-	-	-
서울특별시 마포구 성산동	593-1	593	1	벽산상암스마트큐브	월세	16.69	202204	30	"1,000"	55	13	2017	월드컵로34길 14	-	-	-
부산광역시 부산진구 양정동	107-24	107	24	벽송수피아	전세	58.35	202204	18	"17,500"	0	3	2019	양정로 3	-	-	-
경기도 구리시 갈매동	518-2	518	2	별내역 메트로망 2차 오피스텔	월세	22.8	202204	6	500	44	10	2018	 	-	-	-
경기도 구리시 갈매동	518-2	518	2	별내역 메트로망 2차 오피스텔	월세	22.8	202204	12	500	49	8	2018	 	-	-	-
경기도 구리시 갈매동	518-2	518	2	별내역 메트로망 2차 오피스텔	전세	22.8	202204	15	"10,500"	0	4	2018	 	-	-	-
경기도 구리시 갈매동	518-2	518	2	별내역 메트로망 2차 오피스텔	월세	22.8	202204	18	500	42	7	2018	 	-	-	-
경기도 구리시 갈매동	518-2	518	2	별내역 메트로망 2차 오피스텔	월세	31.08	202204	25	"1,000"	70	3	2018	 	-	-	-
경기도 구리시 갈매동	518-2	518	2	별내역 메트로망 2차 오피스텔	월세	22.8	202204	30	500	42	9	2018	 	-	-	-
경기도 구리시 갈매동	518-2	518	2	별내역 메트로망 2차 오피스텔	월세	22.8	202204	30	500	47	7	2018	 	-	-	-
경기도 구리시 갈매동	518	518	0	별내역 메트로망 3차 오피스텔	전세	31.08	202204	13	"15,000"	0	4	2019	갈매중앙로 201-3	-	-	-
경기도 구리시 갈매동	518	518	0	별내역 메트로망 3차 오피스텔	전세	31.08	202204	18	"15,000"	0	10	2019	갈매중앙로 201-3	-	-	-
부산광역시 영도구 동삼동	746-4	746	4	병산오션빌	월세	56.75	202204	2	500	50	2	2013	태종로 738	-	-	-
경기도 화성시 병점동	376-11	376	11	병점역 써밋프라움	전세	24.12	202204	4	"15,500"	0	4	2020	경기대로 1011	-	-	-
경기도 화성시 병점동	376-11	376	11	병점역 써밋프라움	전세	24.12	202204	13	"15,500"	0	18	2020	경기대로 1011	-	-	-
경기도 화성시 병점동	376-11	376	11	병점역 써밋프라움	전세	41.85	202204	17	"27,500"	0	19	2020	경기대로 1011	-	-	-
