강원도 강릉시 교동	140-16	140	16	강릉역 블루핀	월세	22	202204	20	300	50	13	2020	강릉대로 285	-	-	-
경기도 오산시 세교동	600-6	600	6	더스타힐	전세	19.56	202204	11	"8,900"	0	5	2018	수목원로 602	-	-	-
경기도 오산시 세교동	600-6	600	6	더스타힐	월세	19.56	202204	16	500	30	7	2018	수목원로 602	-	-	-
경기도 평택시 진위면 갈곶리	725-1	725	1	더스테이	월세	23.92	202204	4	500	60	4	2020	진위2산단로 16-18	-	-	-
부산광역시 서구 동대신동3가	358-2	358	2	더스테이(THE STAY)	전세	26.63	202204	8	"9,500"	0	3	2021	대영로73번길 73	-	-	-
부산광역시 서구 동대신동3가	358-2	358	2	더스테이(THE STAY)	월세	16.96	202204	26	"2,500"	30	11	2021	대영로73번길 73	-	-	-
서울특별시 영등포구 양평동1가	118-2	118	2	더스톤	전세	17.83	202204	22	"19,600"	0	6	2018	선유로 113	-	-	-
서울특별시 금천구 독산동	1006-124	1006	124	더시크릿독산	전세	24.22	202204	8	"24,900"	0	5	2021	범안로12가길 28-8	-	-	-
서울특별시 금천구 독산동	1006-124	1006	124	더시크릿독산	전세	19.4	202204	22	"22,900"	0	3	2021	범안로12가길 28-8	-	-	-
서울특별시 금천구 독산동	1006-124	1006	124	더시크릿독산	전세	24.22	202204	25	"24,900"	0	2	2021	범안로12가길 28-8	-	-	-
경상남도 창원성산구 대원동	121	121	0	더시티세븐	전세	153.74	202204	13	"50,000"	0	23	2009	320	-	-	-
경상남도 창원성산구 대원동	121	121	0	더시티세븐	전세	117.52	202204	28	"40,000"	0	36	2009	320	-	-	-
서울특별시 은평구 응암동	120-7	120	7	더어베인	월세	38.36	202204	18	"4,700"	40	6	2020	응암로29길 11-11	-	-	-
서울특별시 강서구 염창동	246-9	246	9	더에스에스타운	전세	36.2	202204	6	"37,900"	0	4	2022	양천로 665	-	-	-
서울특별시 강서구 염창동	246-9	246	9	더에스에스타운	전세	50.41	202204	20	"47,900"	0	3	2022	양천로 665	-	-	-
서울특별시 강서구 염창동	246-9	246	9	더에스에스타운	전세	36.2	202204	27	"38,400"	0	3	2022	양천로 665	-	-	-
부산광역시 연제구 거제동	Jan-42	42	1	더엘 스위트 엠	전세	29.24	202204	12	"16,500"	0	7	2021	명륜로2번길 11	-	-	-
인천광역시 중구 운서동	Jun-92	3092	6	더예스 아틀라스	전세	21.03	202204	1	"8,900"	0	5	2021	햇내로14번길 9	-	-	-
인천광역시 중구 운서동	Jun-92	3092	6	더예스 아틀라스	전세	21.03	202204	2	"10,000"	0	4	2021	햇내로14번길 9	-	-	-
인천광역시 중구 운서동	Jun-92	3092	6	더예스 아틀라스	전세	20.95	202204	5	"10,000"	0	5	2021	햇내로14번길 9	-	-	-
인천광역시 중구 운서동	Jun-92	3092	6	더예스 아틀라스	전세	29.51	202204	6	"17,000"	0	8	2021	햇내로14번길 9	-	-	-
인천광역시 중구 운서동	Jun-92	3092	6	더예스 아틀라스	전세	20.95	202204	7	"10,000"	0	9	2021	햇내로14번길 9	-	-	-
인천광역시 중구 운서동	Jun-92	3092	6	더예스 아틀라스	전세	21.03	202204	19	"10,000"	0	3	2021	햇내로14번길 9	-	-	-
인천광역시 중구 운서동	Jun-92	3092	6	더예스 아틀라스	전세	21.03	202204	20	"10,000"	0	3	2021	햇내로14번길 9	-	-	-
인천광역시 중구 운서동	Jun-92	3092	6	더예스 아틀라스	전세	20.95	202204	28	"10,500"	0	9	2021	햇내로14번길 9	-	-	-
인천광역시 중구 운서동	Jul-88	3088	7	더예스16	전세	21.05	202204	4	"8,400"	0	11	2018	영종대로 190	-	-	-
인천광역시 중구 운서동	Jul-88	3088	7	더예스16	월세	21.05	202204	6	"3,000"	20	5	2018	영종대로 190	-	-	-
인천광역시 중구 운서동	Jul-88	3088	7	더예스16	월세	30.94	202204	15	"5,000"	34	13	2018	영종대로 190	-	-	-
인천광역시 중구 운서동	Jul-88	3088	7	더예스16	전세	41.07	202204	30	"13,650"	0	12	2018	영종대로 190	-	-	-
인천광역시 남동구 간석동	168-1	168	1	더웰노블레스	전세	79.59	202204	2	"23,000"	0	14	2020	남동대로922번길 46	-	-	-
서울특별시 영등포구 영등포동3가	03월 17일	17	3	더-위일 신세계	월세	17.66	202204	16	"2,000"	60	10	2020	영중로8길 15	-	-	-
서울특별시 관악구 신림동	1568-5	1568	5	더위일관악파크뷰	전세	18.86	202204	1	"26,500"	0	5	2021	난곡로 298	-	-	-
서울특별시 관악구 신림동	1568-5	1568	5	더위일관악파크뷰	전세	19.97	202204	5	"24,000"	0	7	2021	난곡로 298	-	-	-
서울특별시 관악구 신림동	1568-5	1568	5	더위일관악파크뷰	전세	18.86	202204	5	"26,500"	0	5	2021	난곡로 298	-	-	-
서울특별시 관악구 신림동	1568-5	1568	5	더위일관악파크뷰	전세	18.86	202204	6	"26,200"	0	4	2021	난곡로 298	-	-	-
서울특별시 관악구 신림동	1568-5	1568	5	더위일관악파크뷰	전세	19.97	202204	11	"28,200"	0	4	2021	난곡로 298	-	-	-
서울특별시 관악구 신림동	1568-5	1568	5	더위일관악파크뷰	전세	18.86	202204	18	"26,500"	0	5	2021	난곡로 298	-	-	-
부산광역시 부산진구 양정동	401-18	401	18	더유나	전세	25.83	202204	5	"6,500"	0	4	2015	 	-	-	-
서울특별시 서대문구 창천동	72-22	72	22	더이음	월세	17.75	202204	23	"1,000"	78	13	2021	신촌로 63	-	-	-
서울특별시 서대문구 창천동	72-22	72	22	더이음	월세	17.75	202204	28	"3,000"	68	15	2021	신촌로 63	-	-	-
인천광역시 미추홀구 숭의동	346-35	346	35	더존아파트	전세	70.3	202204	25	"9,000"	0	2	2018	인주대로11번길 34-19	-	-	-
인천광역시 미추홀구 숭의동	346-35	346	35	더존아파트	전세	69.08	202204	28	"8,300"	0	5	2018	인주대로11번길 34-19	-	-	-
인천광역시 미추홀구 도화동	533-17	533	17	더존캐슬	전세	59.64	202204	14	"9,500"	0	10	2019	경인북길471번길 32	-	-	-
인천광역시 미추홀구 도화동	533-17	533	17	더존캐슬	전세	59.64	202204	21	"9,500"	0	9	2019	경인북길471번길 32	-	-	-
인천광역시 미추홀구 도화동	533-17	533	17	더존캐슬	전세	59.64	202204	26	"9,000"	0	5	2019	경인북길471번길 32	-	-	-
인천광역시 미추홀구 도화동	533-17	533	17	더존캐슬	전세	59.64	202204	29	"9,500"	0	9	2019	경인북길471번길 32	-	-	-
인천광역시 부평구 십정동	181-267	181	267	더카운티	전세	59.92	202204	6	"20,000"	0	3	2018	마장로36번길 26	-	-	-
인천광역시 남동구 구월동	1133-13	1133	13	더클래스	전세	68.52	202204	5	"19,500"	0	7	2017	미래로 39	-	-	-
인천광역시 남동구 구월동	1133-13	1133	13	더클래스	전세	76.71	202204	14	"22,000"	0	14	2017	미래로 39	-	-	-
인천광역시 남동구 구월동	1133-13	1133	13	더클래스	전세	76.09	202204	16	"22,000"	0	7	2017	미래로 39	-	-	-
부산광역시 영도구 남항동1가	86	86	0	더킹페로스아파트	전세	44.4	202204	4	"16,000"	0	8	2019	절영로 48	-	-	-
경기도 고양일산동구 식사동	1586	1586	0	더파인테라스	월세	21.88	202204	1	500	57	7	2020	위시티1로 6-39	-	-	-
경기도 고양일산동구 식사동	1586	1586	0	더파인테라스	월세	22.9	202204	28	500	63	9	2020	위시티1로 6-39	-	-	-
경기도 김포시 운양동	1296-2	1296	2	더파크뷰테라스	전세	65.47	202204	1	"24,000"	0	5	2017	김포한강11로 322	-	-	-
경기도 김포시 운양동	1296-2	1296	2	더파크뷰테라스	월세	27.41	202204	2	"2,000"	47	4	2017	김포한강11로 322	-	-	-
경기도 김포시 운양동	1296-2	1296	2	더파크뷰테라스	월세	32.16	202204	5	500	55	3	2017	김포한강11로 322	-	-	-
경기도 김포시 운양동	1296-2	1296	2	더파크뷰테라스	전세	29.47	202204	9	"8,800"	0	3	2017	김포한강11로 322	-	-	-
경기도 김포시 운양동	1296-2	1296	2	더파크뷰테라스	월세	69.38	202204	24	"1,000"	82	4	2017	김포한강11로 322	-	-	-
경기도 김포시 운양동	1296-2	1296	2	더파크뷰테라스	월세	32.16	202204	28	500	55	3	2017	김포한강11로 322	-	-	-
부산광역시 해운대구 좌동	1477-1	1477	1	더퍼스트	전세	23.24	202204	1	"6,500"	0	12	2013	양운로42번길 11	-	-	-
부산광역시 해운대구 좌동	1477-1	1477	1	더퍼스트	월세	23.24	202204	2	300	35	6	2013	양운로42번길 11	-	-	-
부산광역시 해운대구 좌동	1477-1	1477	1	더퍼스트	월세	23.24	202204	4	500	37	19	2013	양운로42번길 11	-	-	-
부산광역시 해운대구 좌동	1477-1	1477	1	더퍼스트	월세	23.24	202204	12	500	35	10	2013	양운로42번길 11	-	-	-
부산광역시 해운대구 좌동	1477-1	1477	1	더퍼스트	월세	23.4	202204	18	500	34	13	2013	양운로42번길 11	-	-	-
부산광역시 해운대구 좌동	1477-1	1477	1	더퍼스트	월세	23.24	202204	26	500	38	5	2013	양운로42번길 11	-	-	-
경상남도 진주시 가좌동	Jan-64	2064	1	더퍼스트웰가시티	월세	21.43	202204	4	500	40	10	2019	진주역로 116	-	-	-
경상남도 진주시 가좌동	Jan-64	2064	1	더퍼스트웰가시티	월세	21.46	202204	23	300	35	5	2019	진주역로 116	-	-	-
서울특별시 동작구 상도1동	519-1	519	1	더포레스트	전세	12.72	202204	1	"23,000"	0	5	2021	매봉로 25	-	-	-
서울특별시 동작구 상도1동	519-1	519	1	더포레스트	전세	12.72	202204	1	"23,000"	0	5	2021	매봉로 25	-	-	-
서울특별시 동작구 상도1동	519-1	519	1	더포레스트	전세	12.72	202204	1	"23,000"	0	3	2021	매봉로 25	-	-	-
서울특별시 동작구 상도1동	519-1	519	1	더포레스트	전세	14.29	202204	6	"30,000"	0	8	2021	매봉로 25	-	-	-
서울특별시 동작구 상도1동	519-1	519	1	더포레스트	전세	11.99	202204	13	"23,000"	0	6	2021	매봉로 25	-	-	-
서울특별시 동작구 상도1동	519-1	519	1	더포레스트	전세	12.72	202204	14	"23,000"	0	3	2021	매봉로 25	-	-	-
서울특별시 동작구 상도1동	519-1	519	1	더포레스트	전세	12.72	202204	16	"23,000"	0	2	2021	매봉로 25	-	-	-
서울특별시 동작구 상도1동	519-1	519	1	더포레스트	전세	12.72	202204	18	"23,000"	0	2	2021	매봉로 25	-	-	-
서울특별시 동작구 상도1동	519-1	519	1	더포레스트	전세	11.99	202204	21	"23,000"	0	5	2021	매봉로 25	-	-	-
경기도 광명시 광명동	346-21	346	21	더프라임	월세	70.83	202204	7	"10,000"	80	5	2021	광화로 8	-	-	-
인천광역시 부평구 부평동	416-28	416	28	더프라임캐슬	전세	83.91	202204	7	"27,000"	0	6	null	주부토로46번길 25	-	-	-
인천광역시 부평구 부평동	118-34	118	34	더플레이스뷰	전세	59.75	202204	15	"18,000"	0	8	2017	부흥북로84번길 19-6	-	-	-
경기도 오산시 원동	844	844	0	더피나클	월세	25.23	202204	9	500	50	7	2018	오산로 166	-	-	-
경기도 용인수지구 동천동	325-7	325	7	더하우스	월세	44.88	202204	14	"2,000"	82	4	2018	신수로783번길 11-4	-	-	-
서울특별시 영등포구 여의도동	09월 17일	17	9	더하우스 소호 여의도 오피스텔	전세	45.86	202204	1	"46,000"	0	8	2017	 	-	-	-
서울특별시 영등포구 여의도동	09월 17일	17	9	더하우스 소호 여의도 오피스텔	월세	23.63	202204	2	"1,000"	81	7	2017	 	-	-	-
서울특별시 영등포구 여의도동	09월 17일	17	9	더하우스 소호 여의도 오피스텔	월세	39.58	202204	4	"2,000"	155	9	2017	 	-	-	-
서울특별시 영등포구 여의도동	09월 17일	17	9	더하우스 소호 여의도 오피스텔	전세	23.63	202204	7	"23,000"	0	13	2017	 	-	-	-
서울특별시 영등포구 여의도동	09월 17일	17	9	더하우스 소호 여의도 오피스텔	월세	26.87	202204	7	"2,000"	90	6	2017	 	-	-	-
서울특별시 영등포구 여의도동	09월 17일	17	9	더하우스 소호 여의도 오피스텔	전세	39.58	202204	8	"37,500"	0	12	2017	 	-	-	-
서울특별시 영등포구 여의도동	09월 17일	17	9	더하우스 소호 여의도 오피스텔	월세	40.24	202204	11	"10,000"	115	5	2017	 	-	-	-
서울특별시 영등포구 여의도동	09월 17일	17	9	더하우스 소호 여의도 오피스텔	월세	23.63	202204	11	"12,000"	33	10	2017	 	-	-	-
서울특별시 영등포구 여의도동	09월 17일	17	9	더하우스 소호 여의도 오피스텔	월세	23.63	202204	13	"1,000"	100	4	2017	 	-	-	-
서울특별시 영등포구 여의도동	09월 17일	17	9	더하우스 소호 여의도 오피스텔	월세	23.63	202204	15	"1,000"	95	8	2017	 	-	-	-
서울특별시 영등포구 여의도동	09월 17일	17	9	더하우스 소호 여의도 오피스텔	전세	23.63	202204	16	"23,000"	0	6	2017	 	-	-	-
서울특별시 영등포구 여의도동	09월 17일	17	9	더하우스 소호 여의도 오피스텔	전세	23.63	202204	18	"25,200"	0	9	2017	 	-	-	-
서울특별시 영등포구 여의도동	09월 17일	17	9	더하우스 소호 여의도 오피스텔	월세	23.63	202204	20	"1,000"	94	4	2017	 	-	-	-
서울특별시 영등포구 여의도동	09월 17일	17	9	더하우스 소호 여의도 오피스텔	월세	23.63	202204	21	"1,000"	90	4	2017	 	-	-	-
서울특별시 영등포구 여의도동	09월 17일	17	9	더하우스 소호 여의도 오피스텔	월세	23.63	202204	25	"5,000"	58	7	2017	 	-	-	-
경기도 성남수정구 신흥동	2563	2563	0	더하우스 스테이션Ⅱ	전세	65.67	202204	11	"31,500"	0	7	2020	공원로339번길 17	-	-	-
경기도 성남수정구 신흥동	2563	2563	0	더하우스 스테이션Ⅱ	전세	68.72	202204	23	"41,000"	0	14	2020	공원로339번길 17	-	-	-
경기도 성남수정구 신흥동	2563	2563	0	더하우스 스테이션Ⅱ	전세	69.61	202204	24	"41,000"	0	13	2020	공원로339번길 17	-	-	-
경기도 고양덕양구 도내동	972	972	0	더하이브 A타워	전세	25.81	202204	1	"13,800"	0	4	2022	의장로 114	-	-	-
경기도 고양덕양구 도내동	972	972	0	더하이브 A타워	월세	25.81	202204	1	"1,000"	60	9	2022	의장로 114	-	-	-
경기도 고양덕양구 도내동	972	972	0	더하이브 A타워	전세	25.81	202204	4	"14,000"	0	8	2022	의장로 114	-	-	-
경기도 고양덕양구 도내동	972	972	0	더하이브 A타워	월세	25.81	202204	6	"8,000"	25	4	2022	의장로 114	-	-	-
경기도 고양덕양구 도내동	972	972	0	더하이브 A타워	월세	23.64	202204	6	600	60	11	2022	의장로 114	-	-	-
경기도 고양덕양구 도내동	972	972	0	더하이브 A타워	전세	25.81	202204	7	"15,000"	0	11	2022	의장로 114	-	-	-
경기도 고양덕양구 도내동	972	972	0	더하이브 A타워	월세	25.81	202204	7	"1,000"	55	4	2022	의장로 114	-	-	-
경기도 고양덕양구 도내동	972	972	0	더하이브 A타워	전세	25.81	202204	7	"14,000"	0	12	2022	의장로 114	-	-	-
경기도 고양덕양구 도내동	972	972	0	더하이브 A타워	전세	23.64	202204	8	"14,000"	0	3	2022	의장로 114	-	-	-
경기도 고양덕양구 도내동	972	972	0	더하이브 A타워	월세	25.81	202204	12	"8,000"	25	3	2022	의장로 114	-	-	-
경기도 고양덕양구 도내동	972	972	0	더하이브 A타워	전세	25.81	202204	16	"14,000"	0	12	2022	의장로 114	-	-	-
경기도 고양덕양구 도내동	972	972	0	더하이브 A타워	월세	25.81	202204	18	"1,000"	75	2	2022	의장로 114	-	-	-
경기도 고양덕양구 도내동	972	972	0	더하이브 A타워	전세	25.81	202204	20	"14,000"	0	8	2022	의장로 114	-	-	-
경기도 고양덕양구 도내동	972	972	0	더하이브 A타워	전세	25.81	202204	22	"14,000"	0	9	2022	의장로 114	-	-	-
경기도 고양덕양구 도내동	972	972	0	더하이브 A타워	전세	25.81	202204	28	"15,000"	0	8	2022	의장로 114	-	-	-
경기도 고양덕양구 도내동	974	974	0	더하이브 B타워	월세	24.14	202204	1	500	65	3	2022	의장로 116	-	-	-
경기도 고양덕양구 도내동	974	974	0	더하이브 B타워	월세	24.53	202204	2	"3,000"	50	5	2022	의장로 116	-	-	-
경기도 고양덕양구 도내동	974	974	0	더하이브 B타워	전세	28.56	202204	2	"17,000"	0	2	2022	의장로 116	-	-	-
경기도 고양덕양구 도내동	974	974	0	더하이브 B타워	월세	21.94	202204	3	"6,000"	35	6	2022	의장로 116	-	-	-
경기도 고양덕양구 도내동	974	974	0	더하이브 B타워	전세	24.14	202204	3	"14,000"	0	6	2022	의장로 116	-	-	-
경기도 고양덕양구 도내동	974	974	0	더하이브 B타워	전세	21.94	202204	4	"13,000"	0	5	2022	의장로 116	-	-	-
경기도 고양덕양구 도내동	974	974	0	더하이브 B타워	월세	24.14	202204	4	"1,000"	60	10	2022	의장로 116	-	-	-
경기도 고양덕양구 도내동	974	974	0	더하이브 B타워	월세	24.53	202204	4	"5,000"	40	4	2022	의장로 116	-	-	-
경기도 고양덕양구 도내동	974	974	0	더하이브 B타워	월세	21.94	202204	5	"6,000"	32	13	2022	의장로 116	-	-	-
경기도 고양덕양구 도내동	974	974	0	더하이브 B타워	월세	28.56	202204	5	"2,000"	65	2	2022	의장로 116	-	-	-
경기도 고양덕양구 도내동	974	974	0	더하이브 B타워	전세	24.14	202204	10	"14,000"	0	11	2022	의장로 116	-	-	-
경기도 고양덕양구 도내동	974	974	0	더하이브 B타워	전세	24.53	202204	11	"13,000"	0	3	2022	의장로 116	-	-	-
경기도 고양덕양구 도내동	974	974	0	더하이브 B타워	월세	24.14	202204	12	"2,000"	55	13	2022	의장로 116	-	-	-
경기도 고양덕양구 도내동	974	974	0	더하이브 B타워	월세	26.26	202204	17	"1,000"	60	2	2022	의장로 116	-	-	-
경기도 고양덕양구 도내동	974	974	0	더하이브 B타워	전세	24.53	202204	17	"13,000"	0	3	2022	의장로 116	-	-	-
경기도 고양덕양구 도내동	974	974	0	더하이브 B타워	전세	28.56	202204	17	"17,000"	0	2	2022	의장로 116	-	-	-
경기도 고양덕양구 도내동	974	974	0	더하이브 B타워	월세	24.14	202204	18	"1,000"	60	8	2022	의장로 116	-	-	-
경기도 고양덕양구 도내동	974	974	0	더하이브 B타워	전세	24.14	202204	19	"13,300"	0	5	2022	의장로 116	-	-	-
경기도 고양덕양구 도내동	974	974	0	더하이브 B타워	전세	21.94	202204	19	"13,000"	0	10	2022	의장로 116	-	-	-
경기도 고양덕양구 도내동	974	974	0	더하이브 B타워	전세	24.14	202204	20	"14,000"	0	14	2022	의장로 116	-	-	-
경기도 고양덕양구 도내동	974	974	0	더하이브 B타워	월세	24.14	202204	21	"2,000"	55	13	2022	의장로 116	-	-	-
경기도 고양덕양구 도내동	974	974	0	더하이브 B타워	월세	24.14	202204	21	"1,000"	60	5	2022	의장로 116	-	-	-
경기도 고양덕양구 도내동	974	974	0	더하이브 B타워	월세	24.53	202204	21	500	65	11	2022	의장로 116	-	-	-
경기도 고양덕양구 도내동	974	974	0	더하이브 B타워	전세	24.14	202204	22	"13,500"	0	12	2022	의장로 116	-	-	-
경기도 고양덕양구 도내동	974	974	0	더하이브 B타워	월세	24.14	202204	22	"1,000"	60	11	2022	의장로 116	-	-	-
경기도 고양덕양구 도내동	974	974	0	더하이브 B타워	전세	24.14	202204	26	"14,500"	0	11	2022	의장로 116	-	-	-
경기도 고양덕양구 도내동	974	974	0	더하이브 B타워	월세	24.14	202204	28	"1,000"	55	4	2022	의장로 116	-	-	-
부산광역시 영도구 청학동	307-31	307	31	더하이스트빌	전세	71.24	202204	10	"15,000"	0	8	2017	청학서로 92	-	-	-
광주광역시 광산구 월계동	872-4	872	4	더허브	전세	30	202204	3	"10,000"	0	11	2020	임방울대로800번길 11-10	-	-	-
광주광역시 광산구 월계동	872-4	872	4	더허브	전세	30	202204	4	"10,400"	0	15	2020	임방울대로800번길 11-10	-	-	-
광주광역시 광산구 월계동	872-4	872	4	더허브	전세	30	202204	5	"12,000"	0	4	2020	임방울대로800번길 11-10	-	-	-
광주광역시 광산구 월계동	872-4	872	4	더허브	월세	30	202204	13	"1,000"	55	16	2020	임방울대로800번길 11-10	-	-	-
광주광역시 광산구 월계동	872-4	872	4	더허브	월세	30	202204	19	"1,000"	52	19	2020	임방울대로800번길 11-10	-	-	-
광주광역시 광산구 월계동	872-4	872	4	더허브	전세	30	202204	22	"11,500"	0	18	2020	임방울대로800번길 11-10	-	-	-
광주광역시 광산구 월계동	872-4	872	4	더허브	전세	30	202204	23	"12,500"	0	18	2020	임방울대로800번길 11-10	-	-	-
광주광역시 광산구 월계동	872-4	872	4	더허브	월세	30	202204	25	500	55	8	2020	임방울대로800번길 11-10	-	-	-
광주광역시 광산구 월계동	872-4	872	4	더허브	전세	30	202204	28	"12,000"	0	4	2020	임방울대로800번길 11-10	-	-	-
부산광역시 부산진구 부전동	476-24	476	24	덕명 아이리움	전세	27.71	202204	11	"9,000"	0	4	2021	신천대로 92	-	-	-
부산광역시 부산진구 부전동	453-3	453	3	덕명아일랜드	전세	52.52	202204	10	"15,000"	0	5	2015	 	-	-	-
서울특별시 관악구 봉천동	866-6	866	6	덕산스테이트	월세	22.05	202204	4	"12,000"	22	10	2017	관악로13길 16	-	-	-
부산광역시 북구 화명동	Jan-74	2274	1	덕진 상뜨레-뷰 앙코르	월세	29.72	202204	11	500	35	12	2004	학사로 140	-	-	-
부산광역시 북구 화명동	Jan-74	2274	1	덕진 상뜨레-뷰 앙코르	월세	24.52	202204	16	"2,000"	20	10	2004	학사로 140	-	-	-
부산광역시 기장군 기장읍 대라리	147-4	147	4	던힐즈	전세	35.75	202204	14	"6,500"	0	5	2013	대청로35번길 13	-	-	-
서울특별시 영등포구 당산동5가	8	8	0	데시앙루브 오피스텔	전세	23.83	202204	18	"22,000"	0	10	2014	당산로 203	-	-	-
서울특별시 영등포구 당산동5가	8	8	0	데시앙루브 오피스텔	월세	28.24	202204	24	"1,000"	85	9	2014	당산로 203	-	-	-
경기도 안양동안구 관양동	1722-1	1722	1	데이드림 오피스텔	월세	18.13	202204	18	"1,000"	50	2	2013	동편로20번길 43	-	-	-
경기도 안양동안구 관양동	1722-1	1722	1	데이드림 오피스텔	전세	18.15	202204	26	"12,075"	0	3	2013	동편로20번길 43	-	-	-
경기도 안양동안구 관양동	1722-1	1722	1	데이드림 오피스텔	전세	17.58	202204	28	"11,500"	0	2	2013	동편로20번길 43	-	-	-
경상북도 포항북구 죽도동	Apr-52	52	4	델라이츠	전세	47.13	202204	11	"10,500"	0	7	2016	중흥로 315-2	-	-	-
서울특별시 영등포구 신길동	Oct-65	65	10	도노펠리체	전세	13.29	202204	2	"16,500"	0	7	2019	영등포로 394	-	-	-
서울특별시 영등포구 신길동	Oct-65	65	10	도노펠리체	전세	11.93	202204	9	"16,800"	0	9	2019	영등포로 394	-	-	-
서울특별시 영등포구 신길동	Oct-65	65	10	도노펠리체	전세	13.29	202204	29	"16,500"	0	3	2019	영등포로 394	-	-	-
대전광역시 유성구 도룡동	04월 08일	4	8	도룡 코아루 스마트리치	전세	84.63	202204	19	"31,500"	0	8	2019	엑스포로123번길 34	-	-	-
대전광역시 유성구 도룡동	04월 09일	4	9	도룡 하우스디	월세	35.76	202204	2	"1,000"	75	8	2019	엑스포로151번길 19	-	-	-
대전광역시 유성구 도룡동	04월 09일	4	9	도룡 하우스디	전세	39.25	202204	5	"15,750"	0	7	2019	엑스포로151번길 19	-	-	-
대전광역시 유성구 도룡동	04월 09일	4	9	도룡 하우스디	전세	39.25	202204	7	"21,000"	0	5	2019	엑스포로151번길 19	-	-	-
대전광역시 유성구 도룡동	04월 09일	4	9	도룡 하우스디	전세	35.76	202204	7	"12,600"	0	6	2019	엑스포로151번길 19	-	-	-
대전광역시 유성구 도룡동	04월 09일	4	9	도룡 하우스디	월세	39.25	202204	9	"1,000"	80	10	2019	엑스포로151번길 19	-	-	-
대전광역시 유성구 도룡동	04월 09일	4	9	도룡 하우스디	월세	39.25	202204	19	"5,000"	60	7	2019	엑스포로151번길 19	-	-	-
대전광역시 유성구 도룡동	04월 30일	4	30	도룡KCC웰츠타워	월세	51.98	202204	27	"3,000"	100	14	2018	엑스포로123번길 33	-	-	-
서울특별시 도봉구 도봉동	Jan-62	62	1	도봉 엠블렘	월세	18.96	202204	5	500	47	9	2018	 	-	-	-
서울특별시 도봉구 도봉동	Jan-62	62	1	도봉 엠블렘	월세	18.96	202204	12	"2,000"	28	5	2018	 	-	-	-
서울특별시 도봉구 도봉동	Jan-62	62	1	도봉 엠블렘	월세	18.96	202204	19	500	42	10	2018	 	-	-	-
서울특별시 도봉구 도봉동	Jan-62	62	1	도봉 엠블렘	월세	18.96	202204	19	"1,000"	53	12	2018	 	-	-	-
서울특별시 금천구 시흥동	999-1	999	1	도일산호시티빌	전세	37.8	202204	22	"16,000"	0	10	2003	시흥대로 251	-	-	-
경기도 성남중원구 도촌동	571	571	0	도촌파크오피스텔	월세	20.27	202204	1	500	45	3	2010	도촌로8번길 20	-	-	-
경기도 성남중원구 도촌동	571	571	0	도촌파크오피스텔	월세	18.41	202204	4	"1,000"	40	3	2010	도촌로8번길 20	-	-	-
경기도 성남중원구 도촌동	571	571	0	도촌파크오피스텔	월세	42	202204	12	"4,000"	25	6	2010	도촌로8번길 20	-	-	-
인천광역시 미추홀구 주안동	285-31	285	31	도화오피스텔	월세	37.18	202204	27	500	33	4	2002	주안로46번길 5	-	-	-
인천광역시 미추홀구 도화동	487-1	487	1	도화올레오빌	전세	47.25	202204	15	"5,000"	0	5	2013	경인북길471번길 8	-	-	-
인천광역시 미추홀구 도화동	487-1	487	1	도화올레오빌	전세	47.25	202204	15	"5,000"	0	5	2013	경인북길471번길 8	-	-	-
인천광역시 미추홀구 도화동	490-3	490	3	도화탑클래스	월세	59.25	202204	16	"1,000"	65	8	2017	경인북길 459	-	-	-
전라남도 무안군 삼향읍 남악리	2250	2250	0	도휘에드가8차오피스텔	전세	48.48	202204	9	"13,500"	0	11	2019	대죽동로16번길 25	-	-	-
전라남도 무안군 삼향읍 남악리	2250	2250	0	도휘에드가8차오피스텔	전세	29.73	202204	16	"8,000"	0	16	2019	대죽동로16번길 25	-	-	-
전라남도 무안군 삼향읍 남악리	2233	2233	0	도휘에드가9차오피스텔	월세	31.25	202204	4	300	42	9	2019	대죽동로 40	-	-	-
서울특별시 성북구 동소문동6가	121	121	0	돈암동 메트로빌	전세	28.47	202204	14	"17,000"	0	6	2003	동소문로17길 8	-	-	-
서울특별시 동대문구 신설동	Aug-97	97	8	동광동대문베르빌	월세	28.31	202204	19	"1,000"	60	14	2004	천호대로 23	-	-	-
서울특별시 동대문구 신설동	Aug-97	97	8	동광동대문베르빌	월세	28.31	202204	20	"7,000"	35	4	2004	천호대로 23	-	-	-
서울특별시 중구 황학동	1572	1572	0	동광팰리스	전세	36.41	202204	21	"25,200"	0	6	2018	 	-	-	-
서울특별시 마포구 동교동	184-22	184	22	동교동 와우재	월세	26.52	202204	29	"6,000"	35	5	2006	와우산로 178	-	-	-
서울특별시 마포구 동교동	184-22	184	22	동교동 와우재	월세	21.78	202204	30	"4,000"	40	3	2006	와우산로 178	-	-	-
부산광역시 동래구 온천동	444-37	444	37	동국 쉐르빌	월세	29.27	202204	4	500	55	13	2022	금강로62번길 31-6	-	-	-
부산광역시 동래구 온천동	444-37	444	37	동국 쉐르빌	월세	29.27	202204	9	500	55	12	2022	금강로62번길 31-6	-	-	-
부산광역시 동래구 온천동	444-37	444	37	동국 쉐르빌	월세	29.27	202204	12	"1,000"	52	13	2022	금강로62번길 31-6	-	-	-
부산광역시 동래구 온천동	444-37	444	37	동국 쉐르빌	월세	29.27	202204	20	500	55	7	2022	금강로62번길 31-6	-	-	-
